acquisition_id,user_id,channel,campaign_name,utm_source,utm_medium,acquisition_date,acquisition_cost
74964,5964,Paid Social,Q1_Retarget,facebook,cpc,2024-05-19,60.86
74965,5965,Paid Social,Q2_Scale,instagram,cpc,2024-06-29,49.08
74966,5966,Organic Search,,google,organic,2024-03-25,
74967,5967,Paid Social,Q1_Retarget,instagram,cpc,2024-02-14,41.36
74968,5968,Paid Social,Q2_Conversion,instagram,cpc,2024-04-07,41.11
74969,5969,Organic Search,,,,2024-03-16,
74970,5970,Organic Search,,google,organic,2024-06-01,
74971,5971,Referral,,referral,referral,2024-06-10,7.54
74972,5972,Paid Social,Q2_Scale,facebook,cpc,2024-03-29,49.13
74973,5973,Paid Social,Q2_Conversion,facebook,cpc,2024-05-01,34.98
74974,5974,Organic Search,,,,2024-03-18,
74975,5975,Direct,,,,2024-04-18,
74976,5976,Referral,,referral,referral,2024-03-13,7.95
74977,5977,Paid Social,Q2_Scale,instagram,cpc,2024-03-09,31.01
74978,5978,Referral,,referral,referral,2024-06-21,7.45
74979,5979,Direct,,,,2024-06-22,1.14
74980,5980,Paid Social,Q2_Conversion,instagram,cpc,2024-05-25,45.28
74981,5981,Direct,,,,2024-03-20,
74982,5982,Paid Social,Q2_Scale,facebook,cpc,2024-01-01,64.94
74983,5983,Direct,,,,2024-06-23,
74984,5984,Direct,,,,2024-02-13,
74985,5985,paid_social,Q2_Scale,facebook,cpc,2024-04-02,53.22
74986,5986,Paid Social,Q1_Retarget,instagram,cpc,2024-02-03,36.2
74987,5987,paid_social,Q2_Conversion,instagram,cpc,2024-04-21,35.15
74988,5988,Paid Social,Q2_Scale,facebook,cpc,2024-02-27,63.68
74989,5989,Paid Social,Q2_Scale,facebook,cpc,2024-05-30,57.27
74990,5990,Referral,,referral,referral,2024-02-19,7.64
74991,5991,Direct,,,,2024-01-22,
74992,5992,Paid Social,Q3_Retention_Push,instagram,cpc,2024-05-12,50.46
74993,5993,Direct,,,,2024-05-01,1.92
74994,5994,Paid Social,Q2_Conversion,instagram,cpc,2024-01-21,54.22
74995,5995,Paid Social,Q1_Awareness,instagram,cpc,2024-05-04,33.31
74996,5996,Paid Social,Q1_Retarget,facebook,cpc,2024-01-18,32.22
74997,5997,Organic Search,,google,organic,2024-05-12,
74998,5998,organic search,,google,organic,2024-03-06,
74999,5999,Paid Social,Q2_Scale,facebook,cpc,2024-05-31,34.76
75000,6000,Paid Social,Q1_Retarget,instagram,cpc,2024-03-11,35.77
75001,6001,Organic Search,Q1_Awareness_25,google,organic,2025-01-03,5.95
75002,6002,Organic Search,Q2_Scale_25,google,organic,2025-01-21,3.58
75003,6003,Referral,Q2_Scale_25,referral,referral,2025-01-19,6.63
75004,6004,Referral,Q2_Scale_25,referral,referral,2025-01-12,17.24
75005,6005,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-12,10.94
75006,6006,Direct,Q1_Awareness_25,direct,none,2025-01-27,8.5
75007,6007,Organic Search,Q1_Retarget_25,google,organic,2025-01-01,3.45
75008,6008,Organic Search,Q1_Retarget_25,google,organic,2025-01-22,2.61
75009,6009,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-07,37.07
75010,6010,Direct,Q1_Awareness_25,direct,none,2024-12-31,6.7
75011,6011,Referral,Q2_Conversion_25,referral,referral,2025-01-15,15.12
75012,6012,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-29,31.38
75013,6013,Paid Social,Q1_Retarget_25,facebook,cpc,2025-01-22,11.61
75014,6014,Organic Search,Q2_Scale_25,google,organic,2025-01-21,1.93
75015,6015,Referral,Q2_Conversion_25,referral,referral,2025-01-20,17.11
75016,6016,Direct,Q2_Conversion_25,direct,none,2025-01-25,7.61
75017,6017,Paid Social,Q1_Retarget_25,facebook,cpc,2025-01-14,43.7
75018,6018,Referral,Q2_Scale_25,referral,referral,2025-01-01,2.65
75019,6019,Organic Search,Q1_Retarget_25,google,organic,2025-01-27,0.44
75020,6020,organic search,Q2_Scale_25,google,organic,2025-01-11,1.78
75021,6021,Paid Social,Q2_Scale_25,instagram,cpc,2025-01-13,3.56
75022,6022,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-09,40.15
75023,6023,Organic Search,Q1_Awareness_25,google,organic,2025-01-06,9.56
75024,6024,Direct,Q2_Scale_25,direct,none,2025-01-28,5.53
75025,6025,Direct,Q1_Retarget_25,direct,none,2025-01-22,10.23
75026,6026,Referral,Q1_Retarget_25,referral,referral,2025-01-18,6.27
75027,6027,Organic Search,Q2_Conversion_25,google,organic,2025-01-11,18.28
75028,6028,Direct,Q2_Conversion_25,direct,none,2025-01-23,13.51
75029,6029,Direct,Q1_Retarget_25,direct,none,2025-01-15,19.97
75030,6030,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-13,25.72
75031,6031,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-12,14.49
75032,6032,Referral,Q2_Scale_25,referral,referral,2025-01-06,13.79
75033,6033,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-03,38.71
75034,6034,Referral,Q2_Conversion_25,referral,referral,2025-01-15,18.31
75035,6035,Referral,Q2_Scale_25,referral,referral,2025-01-27,10.09
75036,6036,Paid Social,Q1_Retarget_25,instagram,cpc,2025-01-02,43.77
75037,6037,Paid Social,Q2_Scale_25,instagram,cpc,2025-01-27,47.44
75038,6038,Direct,Q1_Retarget_25,direct,none,2025-01-25,11.08
75039,6039,Organic Search,Q1_Awareness_25,google,organic,2025-01-07,16.45
75040,6040,Direct,Q1_Retarget_25,direct,none,2025-01-19,4.05
75041,6041,paid_social,Q2_Conversion_25,facebook,cpc,2025-01-06,30.57
75042,6042,Referral,Q2_Conversion_25,referral,referral,2025-01-21,8.78
75043,6043,Organic Search,Q2_Scale_25,google,organic,2025-01-22,8.15
75044,6044,Organic Search,Q1_Retarget_25,google,organic,2025-01-09,13.9
75045,6045,Referral,Q1_Awareness_25,referral,referral,2025-01-01,9.39
75046,6046,Direct,Q1_Retarget_25,direct,none,2025-01-30,5.69
75047,6047,Direct,Q1_Awareness_25,direct,none,2025-01-11,5.44
75048,6048,Referral,Q2_Conversion_25,referral,referral,2025-01-26,8.4
75049,6049,Referral,Q2_Scale_25,referral,referral,2025-01-19,1.9
75050,6050,Referral,Q1_Awareness_25,referral,referral,2025-01-25,15.64
75051,6051,Direct,Q2_Scale_25,direct,none,2025-01-23,11.96
75052,6052,paid_social,Q2_Conversion_25,instagram,cpc,2025-01-04,30.88
75053,6053,Referral,Q2_Scale_25,referral,referral,2025-01-10,7.47
75054,6054,Referral,Q1_Awareness_25,referral,referral,2025-01-15,11.1
75055,6055,Organic Search,Q2_Conversion_25,google,organic,2025-01-13,15.31
75056,6056,Direct,Q1_Awareness_25,direct,none,2025-01-01,6.23
75057,6057,Direct,Q2_Conversion_25,direct,none,2025-01-14,2.4
75058,6058,Organic Search,Q1_Retarget_25,google,organic,2025-01-02,13.8
75059,6059,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-24,29.92
75060,6060,Direct,Q2_Scale_25,direct,none,2025-01-19,18.65
75061,6061,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-28,13.3
75062,6062,Organic Search,Q1_Retarget_25,google,organic,2025-01-24,0.31
75063,6063,Referral,Q2_Conversion_25,referral,referral,2025-01-12,3.75
75064,6064,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-28,27.26
75065,6065,Referral,Q2_Conversion_25,referral,referral,2025-01-11,16.77
75066,6066,Organic Search,Q1_Awareness_25,google,organic,2025-01-09,17.93
75067,6067,Referral,Q1_Awareness_25,referral,referral,2025-01-29,13.45
75068,6068,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-11,45.34
75069,6069,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-03,60.2
75070,6070,Direct,Q2_Scale_25,direct,none,2025-01-14,13.87
75071,6071,Organic Search,Q1_Retarget_25,google,organic,2025-01-24,5.51
75072,6072,Direct,Q1_Retarget_25,direct,none,2025-01-03,7.75
75073,6073,Organic Search,Q2_Scale_25,google,organic,2025-01-12,13.51
75074,6074,Organic Search,Q1_Retarget_25,google,organic,2025-01-02,6.14
75075,6075,Referral,Q1_Awareness_25,referral,referral,2025-01-21,2.23
75076,6076,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-13,13.91
75077,6077,Paid Social,Q1_Retarget_25,facebook,cpc,2025-01-11,33.7
75078,6078,Direct,Q1_Retarget_25,direct,none,2025-01-08,15.34
75079,6079,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-15,33.83
75080,6080,Organic Search,Q2_Conversion_25,google,organic,2025-01-18,14.58
75081,6081,Organic Search,Q1_Awareness_25,google,organic,2025-01-30,1.22
75082,6082,Paid Social,Q1_Retarget_25,instagram,cpc,2025-01-12,9.13
75083,6083,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-02,15.2
75084,6084,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-24,47.75
75085,6085,Paid Social,Q1_Retarget_25,facebook,cpc,2025-01-19,21.99
75086,6086,Paid Social,Q1_Retarget_25,instagram,cpc,2025-01-19,47.62
75087,6087,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-02,17.7
75088,6088,Referral,Q2_Conversion_25,referral,referral,2025-01-10,1.01
75089,6089,Referral,Q1_Awareness_25,referral,referral,2025-01-23,12.83
75090,6090,paid_social,Q1_Awareness_25,instagram,cpc,2025-01-23,9.25
75091,6091,Organic Search,Q2_Conversion_25,google,organic,2025-01-12,4.29
75092,6092,Organic Search,Q1_Awareness_25,google,organic,2025-01-25,16.06
75093,6093,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-27,11.15
75094,6094,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-12,20.02
75095,6095,Direct,Q1_Awareness_25,direct,none,2025-01-28,2.23
75096,6096,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-07,39.41
75097,6097,Referral,Q1_Retarget_25,referral,referral,2025-01-05,6.83
75098,6098,Direct,Q1_Retarget_25,direct,none,2025-01-22,4.18
75099,6099,Direct,Q2_Scale_25,direct,none,2025-01-20,3.71
75100,6100,Referral,Q2_Scale_25,referral,referral,2025-01-03,10.95
75101,6101,paid social,Q2_Conversion_25,facebook,cpc,2025-01-23,11.92
75102,6102,Direct,Q2_Conversion_25,direct,none,2025-01-07,5.05
75103,6103,paid social,Q2_Conversion_25,facebook,cpc,2025-01-24,50.3
75104,6104,Organic Search,Q1_Awareness_25,google,organic,2024-12-31,3.49
75105,6105,Paid Social,Q2_Scale_25,facebook,cpc,2025-01-22,40.88
75106,6106,Paid Social,Q2_Scale_25,instagram,cpc,2025-01-25,17.37
75107,6107,Direct,Q1_Awareness_25,direct,none,2025-01-24,18.86
75108,6108,Paid Social,Q1_Retarget_25,instagram,cpc,2025-01-21,12.23
75109,6109,Paid Social,Q2_Scale_25,facebook,cpc,2025-01-12,56.92
75110,6110,Referral,Q2_Scale_25,referral,referral,2025-01-22,15.45
75111,6111,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-08,57.73
75112,6112,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-24,59.64
75113,6113,Paid Social,Q1_Retarget_25,instagram,cpc,2025-01-18,39.35
75114,6114,Organic Search,Q2_Conversion_25,google,organic,2025-01-15,11.83
75115,6115,Referral,Q1_Retarget_25,referral,referral,2025-01-15,15.88
75116,6116,Referral,Q2_Conversion_25,referral,referral,2025-01-15,16.66
75117,6117,Direct,Q1_Awareness_25,direct,none,2025-01-02,0.76
75118,6118,Organic Search,Q1_Awareness_25,google,organic,2025-01-03,10.34
75119,6119,Referral,Q2_Scale_25,referral,referral,2025-01-06,16.58
75120,6120,Direct,Q2_Scale_25,direct,none,2025-01-01,17.27
75121,6121,Referral,Q1_Retarget_25,referral,referral,2025-01-11,9.21
75122,6122,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-20,27.95
75123,6123,organic_search,Q2_Conversion_25,google,organic,2025-01-20,12.9
75124,6124,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-14,21.94
75125,6125,Organic Search,Q2_Scale_25,google,organic,2025-01-27,5.78
75126,6126,Referral,Q2_Scale_25,referral,referral,2025-01-15,9.5
75127,6127,Direct,Q2_Conversion_25,direct,none,2025-01-03,14.75
75128,6128,Direct,Q2_Scale_25,direct,none,2025-01-24,5.48
75129,6129,Paid Social,Q1_Retarget_25,instagram,cpc,2025-01-16,37.17
75130,6130,Paid Social,Q2_Scale_25,facebook,cpc,2025-01-18,32.63
75131,6131,Referral,Q1_Awareness_25,referral,referral,2025-01-17,7.14
75132,6132,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-17,37.93
75133,6133,paid social,Q1_Awareness_25,instagram,cpc,2025-01-01,60.18
75134,6134,Paid Social,Q2_Scale_25,instagram,cpc,2025-01-17,6.29
75135,6135,Direct,Q2_Scale_25,direct,none,2025-01-22,16.93
75136,6136,Organic Search,Q2_Scale_25,google,organic,2025-01-09,10.65
75137,6137,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-17,20.77
75138,6138,Direct,Q2_Scale_25,direct,none,2024-12-30,19.71
75139,6139,Direct,Q1_Awareness_25,direct,none,2025-01-10,11.37
75140,6140,Organic Search,Q1_Awareness_25,google,organic,2025-01-14,12.62
75141,6141,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-30,52.71
75142,6142,Paid Social,Q2_Scale_25,facebook,cpc,2025-01-05,60.45
75143,6143,Organic Search,Q2_Scale_25,google,organic,2025-01-09,11.28
75144,6144,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-12,7.1
75145,6145,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-29,1.83
75146,6146,Referral,Q1_Retarget_25,referral,referral,2025-01-24,12.57
75147,6147,Referral,Q1_Retarget_25,referral,referral,2025-01-01,17.33
75148,6148,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-07,34.9
75149,6149,Organic Search,Q2_Scale_25,google,organic,2025-01-25,18.33
75150,6150,Organic Search,Q1_Retarget_25,google,organic,2025-01-01,1.49
75151,6151,Organic Search,Q2_Conversion_25,google,organic,2025-01-26,17.92
75152,6152,Organic Search,Q2_Conversion_25,google,organic,2025-01-06,4.26
75153,6153,Organic Search,Q2_Conversion_25,google,organic,2025-01-28,0.43
75154,6154,Organic Search,Q1_Awareness_25,google,organic,2025-01-09,13.59
75155,6155,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-12,52.85
75156,6156,Direct,Q2_Conversion_25,direct,none,2025-01-20,4.66
75157,6157,organic_search,Q2_Scale_25,google,organic,2025-01-03,9.25
75158,6158,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-16,10.34
75159,6159,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-15,12.73
75160,6160,Paid Social,Q1_Retarget_25,facebook,cpc,2025-01-23,16.26
75161,6161,Paid Social,Q1_Retarget_25,instagram,cpc,2025-01-28,61.87
75162,6162,paid social,Q2_Scale_25,facebook,cpc,2025-01-19,27.1
75163,6163,Organic Search,Q1_Awareness_25,google,organic,2025-01-11,13.51
75164,6164,organic_search,Q2_Conversion_25,google,organic,2025-01-13,11.65
75165,6165,Organic Search,Q2_Scale_25,google,organic,2025-01-13,1.08
75166,6166,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-25,7.05
75167,6167,Direct,Q1_Retarget_25,direct,none,2025-01-08,19.26
75168,6168,Referral,Q1_Awareness_25,referral,referral,2025-01-05,9.91
75169,6169,Organic Search,Q1_Retarget_25,google,organic,2025-01-08,3.24
75170,6170,Organic Search,Q2_Scale_25,google,organic,2024-12-30,11.38
75171,6171,Referral,Q1_Awareness_25,referral,referral,2025-01-03,2.34
75172,6172,Organic Search,Q1_Awareness_25,google,organic,2025-01-02,18.06
75173,6173,Organic Search,Q2_Conversion_25,google,organic,2025-01-22,1.98
75174,6174,Direct,Q1_Retarget_25,direct,none,2025-01-22,16.25
75175,6175,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-21,31.75
75176,6176,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-12,7.39
75177,6177,Direct,Q1_Retarget_25,direct,none,2025-01-21,16.5
75178,6178,Direct,Q1_Awareness_25,direct,none,2025-01-03,19.8
75179,6179,Organic Search,Q1_Retarget_25,google,organic,2025-01-26,3.78
75180,6180,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-13,11.31
75181,6181,Referral,Q2_Scale_25,referral,referral,2025-01-29,2.8
75182,6182,Direct,Q1_Awareness_25,direct,none,2025-01-02,17.04
75183,6183,paid social,Q1_Retarget_25,instagram,cpc,2025-01-15,37.77
75184,6184,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-22,33.58
75185,6185,Organic Search,Q1_Awareness_25,google,organic,2025-01-16,16.28
75186,6186,paid social,Q2_Conversion_25,instagram,cpc,2025-01-13,5.45
75187,6187,Organic Search,Q1_Awareness_25,google,organic,2025-01-04,13.01
75188,6188,Referral,Q1_Retarget_25,referral,referral,2025-01-10,5.81
75189,6189,Direct,Q1_Retarget_25,direct,none,2025-01-06,15.86
75190,6190,Referral,Q2_Conversion_25,referral,referral,2025-01-08,13.19
75191,6191,Paid Social,Q1_Retarget_25,instagram,cpc,2025-01-22,4.68
75192,6192,paid_social,Q2_Conversion_25,instagram,cpc,2025-01-18,41.73
75193,6193,Referral,Q1_Retarget_25,referral,referral,2025-01-19,5.84
75194,6194,Referral,Q1_Awareness_25,referral,referral,2025-01-11,17.13
75195,6195,Organic Search,Q1_Awareness_25,google,organic,2025-01-29,4.55
75196,6196,Paid Social,Q1_Retarget_25,facebook,cpc,2024-12-31,30.46
75197,6197,Direct,Q2_Conversion_25,direct,none,2025-01-10,13.88
75198,6198,paid_social,Q2_Conversion_25,instagram,cpc,2025-01-03,4.81
75199,6199,Referral,Q1_Awareness_25,referral,referral,2025-01-11,13.53
75200,6200,Direct,Q1_Retarget_25,direct,none,2025-01-27,14.38
75201,6201,Paid Social,Q2_Scale_25,facebook,cpc,2025-01-10,63.93
75202,6202,Paid Social,Q1_Retarget_25,facebook,cpc,2025-01-26,55.77
75203,6203,Paid Social,Q2_Scale_25,facebook,cpc,2025-01-16,42.11
75204,6204,Direct,Q2_Scale_25,direct,none,2025-01-22,10.79
75205,6205,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-12,4.69
75206,6206,Organic Search,Q2_Conversion_25,google,organic,2025-01-09,2.62
75207,6207,paid social,Q2_Conversion_25,facebook,cpc,2025-01-22,17.84
75208,6208,Organic Search,Q1_Awareness_25,google,organic,2025-01-31,7.34
75209,6209,Direct,Q2_Conversion_25,direct,none,2025-01-06,16.27
75210,6210,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-23,10.59
75211,6211,Paid Social,Q2_Scale_25,instagram,cpc,2025-01-09,55.57
75212,6212,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-21,45.42
75213,6213,Referral,Q1_Awareness_25,referral,referral,2025-01-24,15.19
75214,6214,Organic Search,Q2_Conversion_25,google,organic,2025-01-13,17.0
75215,6215,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-21,39.19
75216,6216,Organic Search,Q2_Scale_25,google,organic,2025-01-08,16.17
75217,6217,Paid Social,Q1_Retarget_25,facebook,cpc,2025-01-01,21.77
75218,6218,Direct,Q1_Retarget_25,direct,none,2024-12-31,2.18
75219,6219,Paid Social,Q1_Awareness_25,instagram,cpc,2025-01-12,56.09
75220,6220,Referral,Q2_Scale_25,referral,referral,2025-01-27,3.31
75221,6221,Direct,Q2_Conversion_25,direct,none,2025-01-01,5.66
75222,6222,organic_search,Q1_Awareness_25,google,organic,2025-01-13,15.06
75223,6223,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-20,35.32
75224,6224,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-04,39.31
75225,6225,Paid Social,Q2_Conversion_25,facebook,cpc,2025-01-23,31.99
75226,6226,Referral,Q1_Retarget_25,referral,referral,2025-01-07,19.49
75227,6227,Referral,Q2_Conversion_25,referral,referral,2025-01-24,3.21
75228,6228,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-15,63.48
75229,6229,Referral,Q2_Conversion_25,referral,referral,2025-01-17,12.0
75230,6230,Organic Search,Q2_Scale_25,google,organic,2025-01-05,6.65
75231,6231,Direct,Q1_Retarget_25,direct,none,2025-01-15,17.97
75232,6232,Referral,Q2_Conversion_25,referral,referral,2025-01-24,17.0
75233,6233,Referral,Q2_Conversion_25,referral,referral,2024-12-31,3.16
75234,6234,organic search,Q2_Scale_25,google,organic,2025-01-22,6.34
75235,6235,Organic Search,Q2_Conversion_25,google,organic,2025-01-16,9.02
75236,6236,Direct,Q1_Retarget_25,direct,none,2025-01-20,10.94
75237,6237,Paid Social,Q2_Scale_25,facebook,cpc,2025-01-18,48.56
75238,6238,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-13,51.74
75239,6239,Referral,Q1_Retarget_25,referral,referral,2025-01-10,17.66
75240,6240,paid social,Q2_Scale_25,facebook,cpc,2025-01-19,27.67
75241,6241,Organic Search,Q1_Awareness_25,google,organic,2025-01-05,6.9
75242,6242,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-17,59.01
75243,6243,Organic Search,Q2_Scale_25,google,organic,2025-01-03,13.27
75244,6244,Paid Social,Q2_Scale_25,instagram,cpc,2025-01-18,27.37
75245,6245,Referral,Q1_Retarget_25,referral,referral,2025-01-18,10.64
75246,6246,Direct,Q2_Conversion_25,direct,none,2025-01-01,17.12
75247,6247,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-24,60.05
75248,6248,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-13,24.79
75249,6249,Paid Social,Q2_Conversion_25,instagram,cpc,2025-01-22,4.01
75250,6250,Paid Social,Q1_Retarget_25,instagram,cpc,2024-12-30,51.59
75251,6251,Organic Search,Q1_Retarget_25,google,organic,2025-01-06,15.13
75252,6252,Paid Social,Q1_Awareness_25,facebook,cpc,2025-01-14,54.93
75253,6253,Organic Search,Q2_Scale_25,google,organic,2025-01-03,14.49
75254,6254,Paid Social,Q2_Scale_25,facebook,cpc,2025-01-11,42.45
75255,6255,Paid Social,Q1_Retarget_25,facebook,cpc,2025-01-18,10.58
75256,6256,Referral,Q1_Awareness_25,referral,referral,2025-01-02,3.72
75257,6257,Referral,Q2_Scale_25,referral,referral,2025-01-19,18.3
75258,6258,Paid Social,Q2_Scale_25,instagram,cpc,2025-01-01,63.65
75259,6259,organic_search,Q1_Awareness_25,google,organic,2025-01-06,18.96
75260,6260,Paid Social,Q2_Scale_25,facebook,cpc,2025-01-16,33.26
75261,6261,Direct,Q2_Scale_25,direct,none,2025-01-24,18.27
75262,6262,Referral,Q1_Awareness_25,referral,referral,2025-01-04,5.69
75263,6263,Direct,Q1_Retarget_25,direct,none,2025-01-07,10.69
75264,6264,Direct,Q1_Awareness_25,direct,none,2025-01-29,18.3
75265,6265,Referral,Q2_Scale_25,referral,referral,2025-01-31,14.79
75266,6266,Paid Social,Q1_Retarget_25,instagram,cpc,2025-01-17,34.24
75267,6267,Direct,Q2_Scale_25,direct,none,2025-01-14,17.53
75268,6268,Paid Social,Q1_Retarget_25,facebook,cpc,2025-01-10,17.34
75269,6269,Paid Social,Q2_Scale_25,instagram,cpc,2025-01-19,35.76
75270,6270,Direct,Q2_Conversion_25,direct,none,2025-01-18,8.05
75271,6271,Paid Social,Q2_Scale_25,instagram,cpc,2025-01-08,15.42
75272,6272,Paid Social,Q1_Retarget_25,instagram,cpc,2024-12-31,58.17
